	date	time	speaker	text
1780	September 2nd	11:13:16 PM	AshleyReyes1	no
1781	September 2nd	11:13:48 PM	AshleyReyes1	it will depend on my study schedule, next week I will be here at a different time
1782	September 2nd	11:14:01 PM	mahoonie    	Oh, ok
1783	September 2nd	11:14:09 PM	mahoonie    	Did you start studying?
1784	September 2nd	11:15:15 PM	AshleyReyes1	yes
1785	September 2nd	11:15:27 PM	mahoonie    	How is it?
1786	September 2nd	11:16:00 PM	AshleyReyes1	so far so good, nothing happened
1787	September 2nd	11:16:28 PM	mahoonie    	Psychology right?
1788	September 2nd	11:17:49 PM	AshleyReyes1	yes
1789	September 2nd	11:18:12 PM	mahoonie    	First year?
1790	September 2nd	11:30:05 PM	mahoonie    	No time for me today :/
1791	September 2nd	11:34:47 PM	AshleyReyes1	sorry
1792	September 2nd	11:34:58 PM	AshleyReyes1	I'm really very busy
1793	September 2nd	11:35:09 PM	mahoonie    	What are you doing?
1794	September 2nd	11:36:29 PM	AshleyReyes1	I am on sites
1795	September 2nd	11:47:52 PM	mahoonie    	Oh man, you're not just here and cb?
1796	September 2nd	11:48:24 PM	AshleyReyes1	yes
1797	September 2nd	11:49:02 PM	mahoonie    	Busy woman
1798	September 2nd	11:50:49 PM	AshleyReyes1	hehehe
1799	September 2nd	11:51:08 PM	mahoonie    	Where else? You can just mention initials
1800	September 2nd	11:53:23 PM	AshleyReyes1	i think it will remain a secret :)
1801	September 2nd	11:53:31 PM	mahoonie    	:(
1802	September 2nd	11:53:48 PM	mahoonie    	You should be a special agent
1803	September 2nd	11:54:00 PM	AshleyReyes1	hahahah
1804	September 2nd	11:54:09 PM	mahoonie    	Secretive beautiful and studies psychology
1805	September 2nd	11:54:16 PM	mahoonie    	It all makes sense now
1806	September 2nd	11:54:31 PM	AshleyReyes1	I think this is just unnecessary information for you
1807	September 2nd	11:54:44 PM	AshleyReyes1	hahah thank you
1808	September 3rd	11:59:17 PM	mahoonie    	I'm a curious guy and you're interesting  ̄\_(ツ)_/ ̄September 3rd
1809	September 3rd	12:00:56 AM	AshleyReyes1	it was always funny with this strange little man at the end of the sentence hahahh
1810	September 3rd	12:03:00 AM	mahoonie    	_____         .__    .__                   /  _  \   _____|  |__ |  |   ____ ___.__.  /  /_\  \ /  ___/  |  \|  | _/ __ <   |  | /    |    \\___ \|   Y  \  |_\  ___/\___  | \____|__  /____  >___|  /____/\___  > ____|         \/     \/     \/          \/\/
1811	September 3rd	12:03:08 AM	mahoonie    	Oh didn't work
1812	September 3rd	12:03:33 AM	mahoonie    	They don't allow newlines
1813	September 3rd	12:04:48 AM	mahoonie    	̄ ̄̿̿ ̄̿̿'̿̿̿̿̿̿̿'̿̿'̿̿̿̿̿'̿̿̿)͇̿̿)̿̿̿̿ '̿̿̿̿̿̿\̵͇̿̿\=(•̪̀●́)=o/̵͇̿̿/'̿̿ ̿ ̿̿
1814	September 3rd	12:04:57 AM	mahoonie    	I'm a badass too
1815	September 3rd	12:05:32 AM	AshleyReyes1	HAHAHAHAH
1816	September 3rd	12:05:46 AM	AshleyReyes1	why is it so funny to me
1817	September 3rd	12:05:57 AM	mahoonie    	Because you like me
1818	September 3rd	12:06:02 AM	AshleyReyes1	especially knowing what an adult and serious man you are
1819	September 3rd	12:06:14 AM	AshleyReyes1	yes B)
1820	September 3rd	12:11:02 AM	mahoonie    	I'm only serious about you, most of the time I'm not that serious... ;P
1821	September 3rd	12:13:23 AM	AshleyReyes1	good, but still my impression of you is this, so it's doubly funny when you send these characters :))))
1822	September 3rd	12:13:53 AM	mahoonie    	Why is that my impression?
1823	September 3rd	12:17:44 AM	AshleyReyes1	I don't know, the man in the perfume ad is always so serious and tense ;)
1824	September 3rd	12:17:53 AM	mahoonie    	Hahaha
1825	September 3rd	12:30 AM	mahoonie    	You're funny too...
1826	September 3rd	12:31 AM	mahoonie    	I'm telling you, we're a perfect fit
1827	September 3rd	12:31 AM	AshleyReyes1	hhhahhh
1828	September 3rd	12:33 AM	AshleyReyes1	maybe ;)
1829	September 3rd	12:33 AM	mahoonie    	Ok special woman, it's late here, I'll let you to your busy schedule
1830	September 3rd	12:34 AM	AshleyReyes1	hehe thanks
1831	September 3rd	12:34 AM	AshleyReyes1	I was glad to chat with you today
1832	September 3rd	12:34 AM	AshleyReyes1	sweet dreams
1833	September 3rd	12:34 AM	AshleyReyes1	handsome man
1834	September 3rd	12:34 AM	mahoonie    	I'm always glad to chat with you
1835	September 3rd	12:35 AM	mahoonie    	If you give me your number we can chat even more :)
1836	September 3rd	11:10 PM	AshleyReyes1	I know :)September 3rd
1837	September 3rd	11:11 PM	mahoonie    	Hello beautiful
1838	September 3rd	11:11 PM	AshleyReyes1	hi
1839	September 3rd	11:12 PM	mahoonie    	How are you?
1840	September 3rd	11:12 PM	AshleyReyes1	I'm good and you?
1841	September 3rd	11:12 PM	mahoonie    	Good
1842	September 3rd	11:13 PM	mahoonie    	So do you know that the photo behind you is sold in Russia?
1843	September 3rd	11:13 PM	AshleyReyes1	no
1844	September 3rd	11:14 PM	AshleyReyes1	lol
1845	September 3rd	11:14 PM	AshleyReyes1	do you study photography?
1846	September 3rd	11:15 PM	mahoonie    	No, but I did a reverse search to know where you're from
1847	September 3rd	11:15 PM	mahoonie    	I'm a spy too
1848	September 3rd	11:16 PM	mahoonie    	-0
1849	September 3rd	11:16 PM	mahoonie    	That's a spy magnifying glass
1850	September 3rd	11:16 PM	AshleyReyes1	I don't understand anything now, just that you also want to be a spy :D
1851	September 3rd	11:17 PM	AshleyReyes1	hahhahaha
1852	September 3rd	11:17 PM	mahoonie    	I took the photo behind you, and did a image search, and found they are sold in Russia
1853	September 3rd	11:18 PM	mahoonie    	So now I know you're Russian
1854	September 3rd	11:18 PM	AshleyReyes1	not quite Russian, I spoke where I am from
1855	September 3rd	11:18 PM	mahoonie    	You did?
1856	September 3rd	11:18 PM	AshleyReyes1	although I do not mind visiting Russia, my ancestors were there
1857	September 3rd	11:20 PM	mahoonie    	Was I close?
1858	September 3rd	11:20 PM	AshleyReyes1	I'm not sure
1859	September 3rd	11:20 PM	AshleyReyes1	close that my ancestors were Russian
1860	September 3rd	11:21 PM	AshleyReyes1	and I'm wondering if these are provacations or if I really have Russian features
1861	September 3rd	11:21 PM	mahoonie    	No, I mean do you live close to Russia?
1862	September 3rd	11:22 PM	AshleyReyes1	I'm here
1863	September 3rd	11:22 PM	mahoonie    	And I say it as a compliment
1864	September 3rd	11:22 PM	mahoonie    	Russian women are beautiful
1865	September 3rd	11:28 PM	mahoonie    	And my ancestors are also from Russia (half of them I'm a mix)
1866	September 3rd	11:28 PM	AshleyReyes1	but I'm not Russian, why are only Russian women beautiful
1867	September 3rd	11:28 PM	mahoonie    	No
1868	September 3rd	11:29 PM	AshleyReyes1	this stereotype
1869	September 3rd	11:29 PM	AshleyReyes1	although you are too handsome for a man, is it also because of Russian genes?
1870	September 3rd	11:30 PM	mahoonie    	Maybe because of the mix
1871	September 3rd	11:31 PM	mahoonie    	So where are you from then?
1872	September 3rd	11:31 PM	AshleyReyes1	can I tell you this later?
1873	September 3rd	11:31 PM	mahoonie    	When?
1874	September 3rd	11:31 PM	AshleyReyes1	laater B)
1875	September 3rd	11:32 PM	mahoonie    	If I ever come to Moscow will you come say hi?
1876	September 3rd	11:32 PM	AshleyReyes1	hahahah
1877	September 3rd	11:32 PM	AshleyReyes1	provocations
1878	September 3rd	11:32 PM	AshleyReyes1	too far
1879	September 3rd	11:32 PM	AshleyReyes1	to Moscow
1880	September 3rd	11:33 PM	mahoonie    	Just give me a city you can get to
1881	September 3rd	11:33 PM	AshleyReyes1	and will you come there?
1882	September 3rd	11:34 PM	mahoonie    	Yes
1883	September 3rd	11:34 PM	AshleyReyes1	What are you so badass guy? Or do you need me so much? B)
1884	September 3rd	11:35 PM	mahoonie    	Both probably
1885	September 3rd	11:35 PM	AshleyReyes1	it is interesting
1886	September 3rd	11:35 PM	AshleyReyes1	with knowledge of my English we will not even be able to speak normally
1887	September 3rd	11:36 PM	mahoonie    	We’ll text
1888	September 3rd	11:36 PM	AshleyReyes1	Or are you not going to talk?
1889	September 3rd	11:36 PM	mahoonie    	Like now
1890	September 3rd	11:36 PM	AshleyReyes1	oh
1891	September 3rd	11:37 PM	mahoonie    	We’ll text over dinner and drinks and then we won’t need text anymore
1892	September 3rd	11:37 PM	mahoonie    	Except for when you need to tell me that you are ready
1893	September 3rd	11:38 PM	mahoonie    	:D
1894	September 3rd	11:38 PM	AshleyReyes1	hahahhahahaha
1895	September 3rd	11:38 PM	AshleyReyes1	remind me how old are you? 35?
1896	September 3rd	11:39 PM	mahoonie    	Is that too old?
1897	September 3rd	11:40 PM	mahoonie    	You saw me I have stamina
1898	September 3rd	11:40 PM	AshleyReyes1	do you have anything to talk about with a girl 10 years younger?
1899	September 3rd	11:40 PM	AshleyReyes1	yes
1900	September 3rd	11:40 PM	mahoonie    	We talk a lot
1901	September 3rd	11:40 PM	AshleyReyes1	I'm just trying to make sure
1902	September 3rd	11:40 PM	mahoonie    	You said you’re 19
1903	September 3rd	11:41 PM	AshleyReyes1	21...
1904	September 3rd	11:41 PM	mahoonie    	You keep changing everything
1905	September 3rd	11:41 PM	AshleyReyes1	I lied a little
1906	September 3rd	11:41 PM	mahoonie    	And you still didn’t say where from
1907	September 3rd	11:41 PM	AshleyReyes1	yes
1908	September 3rd	11:42 PM	AshleyReyes1	and now I can't say
1909	September 3rd	11:42 PM	mahoonie    	Why?
1910	September 3rd	11:42 PM	AshleyReyes1	rules
1911	September 3rd	11:42 PM	mahoonie    	You say you told me before
1912	September 3rd	11:42 PM	AshleyReyes1	You don't want to hear lies now, do you?
1913	September 3rd	11:42 PM	mahoonie    	Nope
1914	September 3rd	11:43 PM	AshleyReyes1	I think so
1915	September 3rd	11:43 PM	mahoonie    	Just give me city I can go to
1916	September 3rd	11:43 PM	mahoonie    	Paris?
1917	September 3rd	11:45 PM	mahoonie    	You can go to Paris from all of Europe
1918	September 3rd	11:45 PM	AshleyReyes1	I will not say anything now and will not go anywhere, firstly, a virus, and secondly, while I am here, I cannot do this
1919	September 3rd	11:45 PM	mahoonie    	Damn virus
1920	September 3rd	11:46 PM	AshleyReyes1	understand me please
1921	September 3rd	11:46 PM	AshleyReyes1	and if your desire does not fade over time, then everything is possible ;)
1922	September 3rd	11:46 PM	mahoonie    	That’s all I needed to hear
1923	September 3rd	11:47 PM	AshleyReyes1	do you want to fuck with me so much? :)
1924	September 3rd	11:47 PM	AshleyReyes1	thank you
1925	September 3rd	11:48 PM	mahoonie    	You’re like movie star beautiful
1926	September 3rd	11:48 PM	AshleyReyes1	oh
1927	September 3rd	11:48 PM	AshleyReyes1	thank you
1928	September 3rd	11:48 PM	AshleyReyes1	the man from the ad
1929	September 3rd	11:49 PM	mahoonie    	I would fly to Paris for Scarlet Johansson
1930	September 3rd	11:49 PM	mahoonie    	So I would fly to Paris for you
1931	September 3rd	11:49 PM	AshleyReyes1	hehehe
1932	September 3rd	11:50 PM	AshleyReyes1	i have now been compared to scarlett johansson hahahah
1933	September 3rd	11:50 PM	mahoonie    	You look nothing alike
1934	September 3rd	11:50 PM	mahoonie    	But you’re same level of beautiful
1935	September 3rd	11:51 PM	mahoonie    	You’re maybe closer to Natalie Portman
1936	September 3rd	11:53 PM	mahoonie    	I have a dilemma
1937	September 3rd	11:53 PM	AshleyReyes1	know that we are not alike, I mean compared in importance for yourself
1938	September 3rd	11:54 PM	AshleyReyes1	and i like natalie portman more than scarlet hahahah
1939	September 3rd	11:54 PM	mahoonie    	She’s also Israeli... just saying
1940	September 3rd	11:54 PM	mahoonie    	But my dilemma
1941	September 3rd	11:54 PM	AshleyReyes1	why too?
1942	September 3rd	11:54 PM	AshleyReyes1	oops
1943	September 3rd	11:55 PM	mahoonie    	Me too
1944	September 3rd	11:55 PM	AshleyReyes1	I did not know that
1945	September 3rd	11:55 PM	mahoonie    	I’m Israeli but now live in United States
1946	September 3rd	11:55 PM	mahoonie    	My family is they
1947	September 3rd	11:55 PM	AshleyReyes1	aaaaah
1948	September 3rd	11:55 PM	mahoonie    	There
1949	September 3rd	11:56 PM	mahoonie    	I just went for my sister’s wedding
1950	September 3rd	11:59 PM	mahoonie    	But do you want to know my dilemma?
1951	September 3rd	12:02 AM	AshleyReyes1	yes
1952	September 3rd	12:03 AM	AshleyReyes1	soo
1953	September 3rd	12:04 AM	mahoonie    	I really want to fuck you today, but I don’t want you to get tired of me
1954	September 3rd	12:04 AM	AshleyReyes1	I do not get tired of you, I need a portion of a handsome man every day
1955	September 3rd	12:04 AM	mahoonie    	Good, and I’m oily from a massage I got
1956	September 3rd	12:07 AM	mahoonie    	Wanna see?
1957	September 3rd	12:07 AM	AshleyReyes1	wow
1958	September 3rd	12:08 AM	AshleyReyes1	maybe
1959	September 3rd	12:09 AM	mahoonie    	If you don’t want I can show other girls ;p
1960	September 3rd	12:09 AM	AshleyReyes1	hehehehe
1961	September 3rd	12:10 AM	AshleyReyes1	you can do whatever you want :P
1962	September 3rd	12:14 AM	mahoonie    	I don't want to force you
1963	September 3rd	12:15 AM	AshleyReyes1	thank you
1964	September 3rd	12:15 AM	AshleyReyes1	come on next time then, I'll be on Monday for half a day, and now I'm giving you to other girls to be torn apart
1965	September 3rd	12:15 AM	AshleyReyes1	:P
1966	September 3rd	12:17 AM	mahoonie    	What, I thought you wanted me every day
1967	September 3rd	12:17 AM	AshleyReyes1	yes
1968	September 3rd	12:18 AM	AshleyReyes1	I will have to lie on this bed and then you will see everything, I'm shy
1969	September 3rd	12:18 AM	AshleyReyes1	even though you've already seen almost everything hahah
1970	September 3rd	12:18 AM	mahoonie    	Yeah, pretty much
1971	September 3rd	12:18 AM	mahoonie    	You saw everything of me
1972	September 3rd	12:18 AM	mahoonie    	Maybe not my back
1973	September 3rd	12:18 AM	AshleyReyes1	hahahah
1974	September 3rd	12:18 AM	AshleyReyes1	yes
1975	September 3rd	12:19 AM	mahoonie    	I have a good back
1976	September 3rd	12:19 AM	mahoonie    	But I'm shy
1977	September 3rd	12:19 AM	AshleyReyes1	I'm sure
1978	September 3rd	12:20 AM	AshleyReyes1	hahaha...
1979	September 3rd	12:21 AM	mahoonie    	Ufff, I don't want to push you, but I would love to see you on this bed with the Russian photos behind you
1980	September 3rd	12:21 AM	AshleyReyes1	hahahah
1981	September 3rd	12:30 AM	AshleyReyes1	mmmmm
1982	September 3rd	12:30 AM	mahoonie    	Ok busy woman, I’ll go with other girl today, but some day I want to see you on that bed
1983	September 3rd	12:33 AM	mahoonie    	Some day I’ll show you my back
1984	September 3rd	12:33 AM	AshleyReyes1	hahahahah okay
1985	September 3rd	12:33 AM	AshleyReyes1	thank you
1986	September 7th	11:35 AM	AshleyReyes1	;)September 7th
1987	September 7th	11:36 AM	mahoonie    	Hello busy woman
1988	September 7th	11:38 AM	AshleyReyes1	hi
1989	September 7th	11:41 AM	mahoonie    	Why do I always get a cold hi, like you don't know me?
1990	September 7th	11:41 AM	AshleyReyes1	how am I supposed to write?
1991	September 7th	11:41 AM	AshleyReyes1	:/
1992	September 7th	11:42 AM	mahoonie    	"""Hello my love, my eternal sunshine, my dear knight, my one and only"""
1993	September 7th	11:42 AM	mahoonie    	Something like that
1994	September 7th	11:43 AM	AshleyReyes1	oooh heheheh
1995	September 7th	11:50 AM	mahoonie    	How are you?
1996	September 7th	11:50 AM	AshleyReyes1	good and you?
1997	September 7th	11:51 AM	AshleyReyes1	Handsome man
1998	September 7th	11:51 AM	mahoonie    	Haha, that's better
1999	September 7th	11:51 AM	mahoonie    	Good
2000	September 7th	11:51 AM	AshleyReyes1	:)
2001	September 7th	11:51 AM	mahoonie    	Until when are you here?
2002	September 7th	11:53 AM	mahoonie    	New room!
2003	September 7th	11:54 AM	AshleyReyes1	1 hour
2004	September 7th	11:57 AM	mahoonie    	How was your weekend beautiful woman?
2005	September 7th	11:57 AM	AshleyReyes1	the weekend was really great, I was at a birthday party, and you?
2006	September 7th	11:57 AM	mahoonie    	Nice!
2007	September 7th	11:57 AM	mahoonie    	It was good
2008	September 7th	11:58 AM	mahoonie    	We went to the beach
2009	September 7th	11:58 AM	mahoonie    	We had like 37 degrees
2010	September 7th	12:00 PM	mahoonie    	That's not common
2011	September 7th	12:01 PM	mahoonie    	What do you do in birthdays?
2012	September 7th	12:02 PM	AshleyReyes1	so hot, did you go swimming?
2013	September 7th	12:02 PM	mahoonie    	Noooo
2014	September 7th	12:02 PM	mahoonie    	The water is still too cold
2015	September 7th	12:02 PM	AshleyReyes1	I drank a lot and laughed, it was two days, I was a little tired, but I felt very good
2016	September 7th	12:02 PM	mahoonie    	I miss the mediteranian sea
2017	September 7th	12:03 PM	AshleyReyes1	ooh
2018	September 7th	12:03 PM	mahoonie    	two days birthday wow
2019	September 7th	12:04 PM	AshleyReyes1	yes...
2020	September 7th	12:05 PM	mahoonie    	Do you have fixed schedule yet?
2021	September 7th	12:05 PM	AshleyReyes1	no
2022	September 7th	12:06 PM	AshleyReyes1	I actually think to stop coming here again, it's very difficult to combine everything
2023	September 7th	12:08 PM	mahoonie    	Every day you change your mind You're a roller coaster :)
2024	September 7th	12:17 PM	mahoonie    	I don't mind if you go as long as you leave me some way to keep in touch with you...
2025	September 7th	12:19 PM	AshleyReyes1	I know that thoughts change a lot, I just judge by each of my days
2026	September 7th	12:20 PM	mahoonie    	Are you still here this week at least?
2027	September 7th	12:20 PM	AshleyReyes1	yes
2028	September 7th	12:20 PM	mahoonie    	when?
2029	September 7th	12:20 PM	AshleyReyes1	tomorrow
2030	September 7th	12:22 PM	mahoonie    	Same time?
2031	September 7th	12:22 PM	AshleyReyes1	yes
2032	September 7th	12:22 PM	mahoonie    	You're always so busy though
2033	September 7th	12:23 PM	mahoonie    	Good for you
2034	September 7th	12:23 PM	mahoonie    	I'm happy for you
